idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
4230,41,White,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.2270532,24,2.2884614,2.1666667
4231,45,White,Single,Has been married,12,Not college grad,Not south,SMSA,Not central city,Personal services,Transport,,3.3444817,16,2.8333335,.83333331
4233,42,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Entertainment/Rec svc,Sales,Nonunion,4.1867933,20,9.6153851,1.75
4237,38,White,Married,Has been married,9,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,,3.9193144,32,10.294871,1.1666666
4239,35,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,4.0257649,16,2.8012822,.083333336
4240,41,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Public administration,Sales,Nonunion,6.3768106,40,12.096154,10.416667
4242,38,White,Single,Has been married,12,Not college grad,Not south,SMSA,Central city,Finance/Ins/Real estate,Clerical/Unskilled,Union,7.3107843,40,12.211538,3.75
4244,37,White,Married,Has been married,13,Not college grad,Not south,SMSA,Not central city,Public administration,Managers/Admin,Union,9.6296282,40,13.980769,4.5
4245,42,White,Single,Never married,15,Not college grad,Not south,Not SMSA,Not central city,Transport/Comm/Utility,Sales,Union,10.466988,40,18.846153,18.416666
4246,41,White,Single,Has been married,17,College grad,Not south,Not SMSA,Not central city,Professional services,Other,Union,10.22544,40,3.8269231,1.75
4247,40,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,8.9452448,45,14.884615,.75
4248,36,White,Single,Has been married,16,College grad,Not south,SMSA,Not central city,Entertainment/Rec svc,Laborers,,2.7892132,10,11.826923,.16666667
4250,39,White,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Manufacturing,Managers/Admin,,10.064413,40,14.192307,3.5
4251,35,White,Married,Has been married,13,Not college grad,Not south,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.0466976,40,7.5961537,2.0833333
4252,41,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Professional services,Laborers,Nonunion,5.0322061,40,13.75,13.75
4253,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,9.3639278,40,12.224359,3
4255,36,White,Married,Has been married,14,Not college grad,Not south,SMSA,Not central city,Wholesale/Retail trade,Sales,,4.7342973,40,6.2692308,1.1666666
4256,41,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Union,6.5458913,40,6.6987181,5.5
4258,36,White,Single,Has been married,15,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Union,11.070854,40,13.801282,3.75
4259,43,White,Single,Has been married,10,Not college grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,6.5780983,40,17.75,3.0833333
4260,38,White,Married,Has been married,11,Not college grad,South,SMSA,Not central city,Personal services,Laborers,,6.0386477,40,7.3141031,1.5
4268,37,White,Single,Never married,12,Not college grad,South,SMSA,Not central city,,,Nonunion,4.1384859,35,.11538462,.083333336
4269,44,Black,Married,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,3.7625415,40,14.980768,10
4270,41,Black,Single,Has been married,16,College grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.0515299,25,17.198717,3.4166667
4278,41,Black,Single,Has been married,10,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Nonunion,3.8486302,40,4.0320511,1
4279,35,White,Married,Has been married,8,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Union,4.0257649,40,9.3461542,3.5833333
4280,35,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Public administration,Sales,Nonunion,4.2592573,40,12.820513,3.5
4281,41,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,3.6231885,40,16.20513,3.4166667
4282,36,Black,Married,Has been married,13,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Professional/Technical,Nonunion,5.0322061,40,13.839744,3.4166667
4283,41,Black,Married,Has been married,10,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,6.4412241,40,18.762821,3.25
4287,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Union,10.22544,40,18.538462,17.916666
4291,44,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,4.8309178,40,18.166666,18.166666
4292,38,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Central city,Professional services,Laborers,Nonunion,5.152977,40,8.4551287,2
4293,39,Black,Married,Has been married,16,College grad,Not south,SMSA,Central city,Professional services,Other,Union,8.848629,35,12.801283,12.75
4294,36,Black,Single,Never married,12,Not college grad,Not south,SMSA,Not central city,Business/Repair svc,Laborers,Union,3.4541039,35,8.7243595,1.25
4296,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Managers/Admin,Nonunion,2.6086955,54,8.083333,8.083333
4298,37,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Central city,Wholesale/Retail trade,Operatives,Nonunion,4.2109499,40,7.5705128,1.75
4299,37,Black,Single,Never married,12,Not college grad,Not south,SMSA,Central city,Professional services,Sales,Union,5.8051524,40,14.519231,13.416667
4305,35,White,Married,Has been married,18,College grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,6.1916251,40,10.5,3.8333333
4306,37,Black,Married,Has been married,13,Not college grad,South,SMSA,Central city,Public administration,Professional/Technical,Nonunion,6.6425118,40,14.557693,7.6666665
4309,37,Black,Married,Has been married,10,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,4.0901756,25,10.47436,3.75
4310,39,Black,Married,Has been married,14,Not college grad,South,SMSA,Central city,Professional services,Laborers,Nonunion,7.914649,40,11.99359,0
4311,38,Black,Single,Has been married,13,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,6.2721395,40,9.2948723,8.25
4316,34,White,Married,Has been married,16,College grad,Not south,SMSA,Not central city,Professional services,Sales,Nonunion,3.7117529,20,9.5769234,.58333331
4318,41,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Professional services,Laborers,Union,3.4782605,35,10.589744,4.75
4319,36,White,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,,2.7591965,30,3.7371793,.25
4323,44,Black,Single,Has been married,11,Not college grad,South,SMSA,Central city,Professional services,Sales,,4.7423511,40,10.333333,0
4324,41,Black,Single,Has been married,10,Not college grad,South,SMSA,Central city,Personal services,Laborers,,1.5926099,,9.4615383,.91666669
4327,35,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Public administration,Laborers,,3.3444817,20,7.5897436,.75
4330,42,Black,Single,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Union,5.2334948,40,17.423077,14.5
4334,41,Black,Married,Has been married,15,College grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,6.1916251,40,16.967949,14.25
4335,35,Black,Married,Has been married,11,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Sales,Nonunion,5.5394502,40,7.4038463,1.0833334
4338,42,Black,Married,Has been married,9,Not college grad,South,SMSA,Central city,Professional services,Sales,Nonunion,5.6682744,40,14.942307,8.666667
4340,44,Black,Single,Never married,10,Not college grad,South,SMSA,Central city,Professional services,Managers/Admin,Nonunion,3.37359,40,20.839743,1.4166666
4342,40,Black,Single,Never married,16,College grad,South,SMSA,Not central city,Professional services,Professional/Technical,Nonunion,14.750395,42,14.884616,8.083333
4343,41,Black,Single,Never married,4,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Laborers,Nonunion,3.156198,37,8.051281,1.9166666
4345,36,Black,Married,Has been married,12,Not college grad,Not south,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,8.9613504,38,14.173077,11.333333
4346,45,Black,Single,Has been married,18,College grad,South,SMSA,Central city,Professional services,Sales,Nonunion,10.32206,45,16.583334,15.833333
4350,35,White,Married,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,Nonunion,10.531395,50,13.538462,12.833333
4351,40,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Professional services,Sales,Nonunion,7.1980634,40,17.27564,17.25
4352,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Managers/Admin,Nonunion,3.7198057,45,12.487179,1.3333334
4354,35,Black,Single,Has been married,16,College grad,South,SMSA,Central city,Professional services,Professional/Technical,,38.709259,40,14.326923,4.9166665
4356,43,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Transport/Comm/Utility,,Nonunion,12.431557,40,19.615385,19.583334
4357,38,White,Married,Has been married,14,Not college grad,South,SMSA,Central city,Finance/Ins/Real estate,Managers/Admin,Nonunion,11.030594,40,19.301283,1.4166666
4360,42,White,Single,Has been married,12,Not college grad,South,SMSA,Central city,Manufacturing,Operatives,Union,8.0515299,40,20.365385,1.3333334
4361,45,White,Married,Has been married,9,Not college grad,South,SMSA,Not central city,Manufacturing,Operatives,Nonunion,6.8438005,40,15.211538,12.5
4363,39,White,Married,Has been married,17,College grad,South,Not SMSA,Not central city,Professional services,Sales,Nonunion,9.29146,40,12.01282,6.8333335
4364,37,White,Married,Has been married,14,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Clerical/Unskilled,Nonunion,2.3107882,45,11.980769,1.5833334
4365,42,White,Married,Has been married,12,Not college grad,South,SMSA,Central city,Wholesale/Retail trade,Craftsmen,Nonunion,4.9597421,45,8.1730766,0
4367,38,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,6.9726219,40,14.211538,9.666667
4369,40,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,8.0515299,4,8.9743586,4.75
4376,35,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,4.5330095,40,13.429487,1.5833334
4378,42,White,Single,Never married,16,College grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,Nonunion,9.7584505,40,17.923077,6.5
4381,43,White,Married,Has been married,15,Not college grad,South,Not SMSA,Not central city,Professional services,Other,Nonunion,8.5185146,40,12.108974,6.9166665
4382,42,Black,Single,Has been married,9,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,5.7246356,40,17.423077,11.75
4383,38,Black,Single,Has been married,14,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Union,5.5394502,40,15.794871,15.75
4384,41,Black,Single,Has been married,10,Not college grad,South,Not SMSA,Not central city,Personal services,Transport,Nonunion,2.6972613,58,9.833334,0
4386,43,Black,Single,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Craftsmen,Nonunion,8.3798876,40,21.070513,11.083333
4388,37,Black,Married,Has been married,11,Not college grad,Not south,SMSA,Not central city,Professional services,Laborers,Union,4.0551829,40,12.435898,7.4166665
4389,41,Black,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Craftsmen,Nonunion,5.5233469,40,13.865385,13.666667
4393,39,White,Married,Has been married,15,Not college grad,South,Not SMSA,Not central city,Wholesale/Retail trade,Sales,Nonunion,3.5024142,40,15.288462,9.25
4394,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,2.2141707,38,11.551282,
4395,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,2.0128825,40,4.4423079,.41666666
4397,40,White,Married,Has been married,18,College grad,Not south,SMSA,Central city,Professional services,Other,,3.4280922,40,16.070515,2
4405,36,White,Married,Has been married,7,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,,3.3444817,40,5.7884617,.5
4407,40,Black,Married,Has been married,11,Not college grad,South,Not SMSA,Not central city,Professional services,Operatives,,3.3444817,20,15.057693,1.0833334
4408,38,White,Married,Has been married,14,Not college grad,South,Not SMSA,Not central city,Professional services,Professional/Technical,,7.9013362,40,9.6730766,.25
4409,35,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Professional services,Laborers,Nonunion,4.2270532,35,10,9.166667
4411,44,Black,Single,Never married,8,Not college grad,South,Not SMSA,Not central city,Ag/Forestry/Fisheries,Farm laborers,Nonunion,1.8115942,40,16.993589,13.25
4413,41,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,Nonunion,4.9194822,40,21,21
4419,36,White,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Sales,Nonunion,5.0322061,40,10.910257,4.3333335
4420,43,White,Married,Has been married,12,Not college grad,South,SMSA,Not central city,Finance/Ins/Real estate,Sales,Nonunion,3.0998378,50,13.903846,5.3333335
4426,36,Black,Married,Has been married,12,Not college grad,South,Not SMSA,Not central city,Manufacturing,Operatives,,2.801002,40,11.576923,.5
4428,39,Black,Married,Has been married,12,Not college grad,South,SMSA,Central city,Public administration,,Nonunion,4.1787429,40,8.5320511,7.25
